Price,Car,madeIn,status,carType,Km,carColor,carSeat,engine,gear,Wheeldrive
0.635,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
1.121,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.519,Hyundai Accent 1.4 AT - 2021,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.859,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.3,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.3,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.65,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.6,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.65,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.6,Ford Ranger XLS 2.2L 4x2 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.2 L,Số tay,RFD - Dẫn động cầu sau
1.106,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.635,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
1.105,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.1,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.379,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.313,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Vàng,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
4.3,Toyota Sienna Platinum 2.5 AT AWD - 2021,Nhập khẩu,Xe mới,Van/Minivan,0,Trắng,7,Hybrid	2.5 L,Số tự động,AWD - 4 bánh toàn thời gian
0.645,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
1.202,Ford Ranger Raptor 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.63,Ford EcoSport Titanium 1.0 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Nâu,5,Xăng	1.0 L,Số tự động,FWD - Dẫn động cầu trước
0.75,Toyota Innova E 2.0 MT - 2021,Lắp ráp trong nước,Xe mới,Crossover,0,Đồng,8,Xăng	2.0 L,Số tay,RFD - Dẫn động cầu sau
0.65,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.64,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
1.101,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.32,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
7.98,Cadillac Escalade Platinum Sport AWD - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
0.565,Ford Ranger XL 2.2L 4x4 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
0.843,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.92,Toyota Hilux 2.8L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.8 L,Số tự động,4WD - Dẫn động 4 bánh
0.853,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.309,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.05,Toyota Fortuner 2.4G 4x2 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
8.45,Cadillac Escalade Platinum Sport AWD - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	6.2 L,Số tự động,AWD - 4 bánh toàn thời gian
1.121,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Cát,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.095,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.83,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.11,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.575,Ford Ranger XL 2.2L 4x4 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
1.329,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.838,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xám,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.091,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.106,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.859,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.182,Ford Ranger Raptor 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
4.35,Toyota Sienna Limited 2.5 AT AWD - 2021,Nhập khẩu,Xe mới,Van/Minivan,0,Nâu,7,Hybrid	2.5 L,Số tự động,AWD - 4 bánh toàn thời gian
9.9,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,4,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
9.099,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,8,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
9.199,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,8,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
9.199,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
9.95,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
1.17,Ford Ranger Raptor 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.574,Ford Ranger XL 2.2L 4x4 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
0.56,Hyundai Accent 1.4 AT Đặc Biệt - 2021,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.75,Toyota Innova E 2.0 MT - 2021,Lắp ráp trong nước,Xe mới,Crossover,0,Cát,8,Xăng	2.0 L,Số tay,RFD - Dẫn động cầu sau
0.561,Ford Ranger XL 2.2L 4x4 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
0.649,Ford EcoSport Titanium 1.0 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,5,Xăng	1.0 L,Số tự động,FWD - Dẫn động cầu trước
9.85,LandRover Range Rover Autobiography LWB 3.0 I6 - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,5,Xăng	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
1.379,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.848,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.099,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.825,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.848,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.101,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.3,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Cát,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.62,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cát,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
4.35,Toyota Sienna Platinum 2.5 AT AWD - 2021,Nhập khẩu,Xe mới,Van/Minivan,0,Đen,7,Hybrid	2.5 L,Số tự động,AWD - 4 bánh toàn thời gian
0.559,Ford Ranger XL 2.2L 4x4 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
1.08,Toyota Fortuner 2.4G 4x2 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Bạc,7,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
1.11,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.309,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.674,Toyota Hilux 2.4L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
1.116,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.825,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.64,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
1.319,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.615,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
4.35,Toyota Sienna Platinum 2.5 AT AWD - 2021,Nhập khẩu,Xe mới,Van/Minivan,0,Xanh,7,Hybrid	2.5 L,Số tự động,AWD - 4 bánh toàn thời gian
0.639,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.615,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Nhiều màu,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.589,Ford Ranger XL 2.2L 4x4 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
8.25,Cadillac Escalade Platinum Sport AWD - 2021,Nhập khẩu,Xe mới,SUV,0,Xám,7,Dầu	3.0 L,Số tự động,AWD - 4 bánh toàn thời gian
0.515,Hyundai Accent 1.4 AT - 2021,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
1.31,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.63,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.499,Hyundai Accent 1.4 AT - 2021,Lắp ráp trong nước,Xe mới,Sedan,0,Đỏ,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.765,Ford Ranger Limited 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.635,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
9.1,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Trắng,7,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
0.64,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
1.11,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
4.35,Toyota Sienna Platinum 2.5 AT AWD - 2021,Nhập khẩu,Xe mới,Van/Minivan,0,Xám,7,Hybrid	2.5 L,Số tự động,AWD - 4 bánh toàn thời gian
1.1,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Xanh,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.615,Ford EcoSport Titanium 1.5 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Xanh,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1.091,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Cát,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
1.329,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.62,Ford EcoSport Titanium 1.5 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Xám,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
1.306,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Cát,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.56,Ford EcoSport Trend 1.5 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.75,Toyota Innova E 2.0 MT - 2021,Lắp ráp trong nước,Xe mới,Crossover,0,Nâu,8,Xăng	2.0 L,Số tay,RFD - Dẫn động cầu sau
0.625,Ford EcoSport Titanium 1.5 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Nâu,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.581,Ford Ranger XL 2.2L 4x4 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tay,4WD - Dẫn động 4 bánh
1.115,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đỏ,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.558,Hyundai Accent 1.4 AT Đặc Biệt - 2021,Lắp ráp trong nước,Xe mới,Sedan,0,Cát,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.71,Toyota Innova E 2.0 MT - 2021,Lắp ráp trong nước,Xe mới,Crossover,0,Bạc,8,Xăng	2.0 L,Số tay,RFD - Dẫn động cầu sau
0.98,Toyota Fortuner 2.4G 4x2 MT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Dầu	2.4 L,Số tay,RFD - Dẫn động cầu sau
0.663,Toyota Hilux 2.4L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
0.595,Ford Ranger XLS 2.2L 4x2 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đỏ,5,Dầu	2.2 L,Số tay,RFD - Dẫn động cầu sau
1.182,Ford Ranger Raptor 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.203,Toyota Fortuner 2.4G 4x2 AT Legender - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Trắng,7,Dầu	2.4 L,Số tự động,RFD - Dẫn động cầu sau
4.35,Toyota Sienna Limited 2.5 AT AWD - 2021,Nhập khẩu,Xe mới,Van/Minivan,0,Xanh,7,Hybrid	2.5 L,Số tự động,AWD - 4 bánh toàn thời gian
1.189,Ford Ranger Raptor 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.62,Ford EcoSport Titanium 1.5 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Đỏ,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.84,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xám,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
1.309,Ford Everest Titanium 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,7,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.543,Hyundai Accent 1.4 AT Đặc Biệt - 2021,Lắp ráp trong nước,Xe mới,Sedan,0,Trắng,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.595,Ford Ranger XLS 2.2L 4x2 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Xanh,5,Dầu	2.2 L,Số tay,RFD - Dẫn động cầu sau
9.199,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Vàng,7,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
9.199,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,8,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
0.833,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Cam,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
9.1,Lexus LX 570 Super Sport - 2021,Nhập khẩu,Xe mới,SUV,0,Đen,7,Xăng	5.7 L,Số tự động,AWD - 4 bánh toàn thời gian
0.6,Ford Ranger XLS 2.2L 4x2 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Đen,5,Dầu	2.2 L,Số tự động,RFD - Dẫn động cầu sau
0.84,Ford Ranger Wildtrak 2.0L 4x4 AT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.0 L,Số tự động,4WD - Dẫn động 4 bánh
0.595,Ford Ranger XLS 2.2L 4x2 MT - 2021,Nhập khẩu,Xe mới,Bán tải / Pickup,0,Trắng,5,Dầu	2.2 L,Số tay,RFD - Dẫn động cầu sau
0.32,Toyota Wigo 1.2 MT - 2021,Nhập khẩu,Xe mới,Hatchback,0,Trắng,5,Xăng	1.2 L,Số tay,FWD - Dẫn động cầu trước
4.3,Toyota Sienna Platinum 2.5 AT AWD - 2021,Nhập khẩu,Xe mới,Van/Minivan,0,Đen,7,Hybrid	2.5 L,Số tự động,AWD - 4 bánh toàn thời gian
1.106,Ford Everest Titanium 2.0L 4x2 AT - 2021,Nhập khẩu,Xe mới,SUV,0,Cát,7,Dầu	2.0 L,Số tự động,RFD - Dẫn động cầu sau
0.625,Ford EcoSport Titanium 1.5 AT - 2021,Lắp ráp trong nước,Xe mới,SUV,0,Ghi,5,Xăng	1.5 L,Số tự động,FWD - Dẫn động cầu trước
0.56,Hyundai Accent 1.4 AT Đặc Biệt - 2021,Lắp ráp trong nước,Xe mới,Sedan,0,Cát,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
0.75,Toyota Innova E 2.0 MT - 2021,Lắp ráp trong nước,Xe mới,Crossover,0,Trắng,8,Xăng	2.0 L,Số tay,RFD - Dẫn động cầu sau
0.565,Hyundai Accent 1.4 AT Đặc Biệt - 2021,Lắp ráp trong nước,Xe mới,Sedan,0,Cát,5,Xăng	1.4 L,Số tự động,FWD - Dẫn động cầu trước
